Rank,Network,Address,Prizes,Balance,Winrate
930,0x00b976df770d6e8e91c5b79feed8086c3dc66117,polygon,16,219,7.88%
931,0xa27ed6126b2ea7a06af5b7cc3ccef4883c573961,polygon,33,452,7.88%
932,0xa9d2ca9d3eeb76f03ddb1be08aa97b0dc0ee5ae9,polygon,1606,21585,7.88%
933,0xbd5e252a9fbb630c6fddf1c34997361310d35089,polygon,2184,26849,7.87%
934,0xf41804ef7b3f3d0f3dbb3f6c3fd45ade4d51539d,polygon,1571,20246,7.86%
935,0x2832ab425f638061ac8c0ca9e80b3d087eb185ed,polygon,15,206,7.85%
936,0x47e5271c2f41c91bf29fd46f5e55e5777f1c6365,polygon,498,6852,7.84%
937,0x3a920ddbc41181846785ae9ee89929ffd26deeae,polygon,68,936,7.83%
938,0x09e329413234e621aa810481b271ab80e1fb4ae4,polygon,21,289,7.83%
939,0xb0fb6dbaad72766da16272dcb329aec4cacb86e2,polygon,793,10783,7.83%
940,0x8ccef1585d48f72bdbe2c1e246d2323dde058612,polygon,5,69,7.83%
941,0x20da8df0cf4121f4102afdcc0484baadd9fd4481,polygon,23,317,7.82%
942,0xbc9639312066a4b31b9c78d36033fbe68a2b7c3d,polygon,17,235,7.82%
943,0x77bd5637702ad66c8bd82e2c5c5fd4c7b73dbe51,polygon,73,1008,7.81%
944,0x03d69800ac2469fcefc3f21d2d93ed2994a7b1ce,polygon,511,7061,7.80%
945,0xfde54fc34d872c809b22473ee7a3db7b1e2837b4,polygon,28,387,7.80%
946,0xd87e6a1393e3152f798b212ec0f9bce4587658d1,polygon,15,207,7.80%
947,0xa41060bcac0d7ed0c8d8ddaffe8748e6ebdbafbb,polygon,392,5282,7.80%
948,0x2484d1375c8f01a801140a34c52f316bd5c71c89,polygon,946,12885,7.79%
949,0xf1e4e08d92649d249bc017acfc024f9c3a16bef8,polygon,5,69,7.78%
950,0x0c7917000e7ae7d5b0e6e9f1cc65ca5cc2b5c2aa,polygon,2895,40095,7.78%
951,0xb562063340ebb4b1210859f2a7c146a2c9839949,polygon,1251,17119,7.78%
952,0xa8c0695288902944d6d0a79b622e15fb81c1c316,polygon,1123,15161,7.77%
953,0x3d713067761725e6a237e5a0572aa47348eafe3d,polygon,1600,21725,7.76%
954,0xda2861fba963f54d33cd4606c2dd604700fed1df,polygon,18,250,7.76%
955,0xf3b06b503652a5e075d423f97056dfde0c4b066f,polygon,555,7707,7.76%
956,0x1306e209951b1bbb150eddd894b7ebdf29fd0066,polygon,1139,15844,7.75%
957,0xb9df99063b21193a00edbb34ffc8a687e740a958,polygon,1714,21548,7.75%
958,0x2418195e26904bc830041875b3336c8d89b34259,polygon,1257,17232,7.73%
959,0x78e47ed6c72d3e89ce4f0bbcebf28187da1dac10,polygon,58,808,7.73%
960,0xb5cb1581413438532c68fcd94610863a4545531d,polygon,769,10769,7.69%
961,0x35287416764f1bdffe4d8db5c3f4d19a2b6053d4,polygon,10,140,7.68%
962,0xdb0b53ad3766da8de7b9de0d98d1ce25efa6ab6d,polygon,754,10574,7.68%
963,0x4cbe6b580dea5afc631b2b6f8a5979b14cc8bbd0,polygon,1333,15794,7.68%
964,0x67b72964b1a961315386c9a48c86e29e0a773c7f,polygon,105,1475,7.67%
965,0x39b34a2f574aa4f756f632d6abae3cf754e14c77,polygon,5,70,7.66%
966,0xb71440fbfad9c0b601c1633b21318619aa3691de,polygon,133,1872,7.65%
967,0x433e671b73eeac787f36e9dcdac13a1af4880719,polygon,65,915,7.65%
968,0xe0ecce6515f8b366aa120480c231aaafda4b21d5,polygon,26,366,7.65%
969,0x136e86982149210779b2b9703c074c7237909003,polygon,77,1086,7.63%
970,0x7a0ca2021203233a8fa3d5abedd00e1598842d0e,polygon,920,7211,7.63%
971,0x3fed71848b74b9f3ff26544cad368c082cb31961,polygon,8424,84163,7.61%
972,0x365f085178dda4c35b41d70860a5c875d445041a,polygon,761,10761,7.61%
973,0xb402f894584a696bf7fa116b3e864a355e8d884b,polygon,540,7638,7.61%
974,0xf0dbcc440ddc7da99a78b1cc4140b32dd8c21dbf,polygon,18,255,7.60%
975,0xce911f6af2bb8a9591a806452d95694f0a059d62,polygon,435,5380,7.60%
976,0xed77dec7e560bb9c0b82c497ab6242e4cf61ec6c,polygon,16,227,7.60%
977,0x4fc26e8c878cd75256aea81d5662a2150214b54d,polygon,115,1630,7.59%
978,0x42fc15501884fb655285ac93df972aef68731b37,polygon,90,1277,7.58%
979,0xe235e3284c3c03f119659281d0b455c8eb2959e3,polygon,15,213,7.58%
980,0x79dd5c25d2ce3e386e5d0d74dc84e23f581d9786,polygon,6,85,7.58%
981,0x24f3751d932f030b7096369b8ff00670de26c2ee,polygon,232,3300,7.56%
982,0x1588528a531e54a4b6485421e5a07f90fe2ed2b7,polygon,433,5378,7.56%
983,0x23772051d791708db34bece5a0138b8fb7ad6ac4,polygon,10,142,7.55%
984,0xd8e8034fcc2deeb1fe33ad8e19f988f2d6d2df1f,polygon,457,6525,7.53%
985,0x3af3ed9f499700a267ed6355715f9d3338c7fa0f,polygon,753,10753,7.53%
986,0x476b7d3827505d0c5f0c016e2c3f884d536fadda,polygon,7,100,7.53%
987,0x508e14e066c2391202922514ab156e44d85d3f6e,polygon,767,10755,7.52%
988,0xb9893dee837b4ffdce39522dc06069a94d30889e,polygon,1044,14439,7.51%
989,0x6de33e6c5de3a8b695cf6cb537fb393735786b1c,polygon,681,9676,7.51%
990,0x9d3e31a947efed1be5fe43aa09b6ddd238d956e2,polygon,751,10751,7.51%
991,0x3037db6be2afd39f5ab4006ad2c1cb33ddd5f8c7,polygon,75,1074,7.51%
992,0x52e7d932d6d44037319d3bbbb870059be42db038,polygon,15,215,7.50%
993,0x3878d3a2ec9e18070103af31687124095ddf7541,avalanche,6,86,7.50%
994,0x9d0a5d44ae1968c894a3be4fa4d90a520f18c1b8,polygon,1510,21506,7.50%
995,0x5c10afd2e8c8ae7e282aea60759209f32edfe3d8,polygon,8336,80061,7.49%
996,0x35e8abb188aa5f64f069f43cd6b6ee567ae1ed2d,polygon,69,991,7.48%
997,0xe1f38b0af72a6d12d41310252046acb4bce5c78b,polygon,414,5374,7.48%
998,0xd61cdb327d82fc77d119bfa82d489514d5c3d89d,polygon,15,216,7.48%
999,0xa9df209c97e41103c75bba1a17d1228e8acaccf4,polygon,6,86,7.47%
1000,0x2e36b361d9b711022b63d145c01a7a599a464894,polygon,15,216,7.47%
1001,0x251c47ade226731051124b8b34bfe8c46a8f8874,polygon,5,72,7.46%
1002,0xb1d7d8e98d3148c6b2a973ad529584c6360cea63,polygon,10,144,7.46%
1003,0xddd8ea4844e458a62c25969a75f1006b6e1ed6b8,polygon,10,144,7.46%
1004,0xf58bdd1752c5597c379c8cf873708908775107da,polygon,33,447,7.45%
1005,0x5434289767bb094dadbb8d1e5d58b47ca5729063,polygon,140,2020,7.45%
1006,0x398b35a941c488c7d5e95088585f3e6e0a691d1f,polygon,753,10743,7.43%
1007,0x2e4ae4d3bd0af45040b4f17e0bb7e6dc548626b1,polygon,4939,71228,7.43%
1008,0xb0b0f6f13a5158eb67724282f586a552e75b5728,polygon,2277,32172,7.42%
1009,0x17fe1c6dbf7de5d29be6c178d597312375ee4dbe,polygon,382,5463,7.41%
1010,0xd36cb04ab123648338925a02d05fc37d4bfce816,polygon,1518,21492,7.41%
1011,0x0503b22e87d7a09b9bf7eae60ed450285fb8bec6,polygon,1,14,7.41%
1012,0x1407a74417bbd800878da73d30df4a01634dc323,polygon,761,10747,7.41%
1013,0xea4834b14bd4654bd75001a7b715ca7ba4da432d,polygon,11,160,7.40%
1014,0x1875f9c822018fb46e0a14a7eeea5637495d6dd5,polygon,311,4501,7.40%
1015,0x23d511efde3ee17a5683fd9a6e7240c932c57524,polygon,136,1249,7.39%
1016,0xea214c2540772aadadacb11c8a2844a4a31d2a43,polygon,7,87,7.39%
1017,0xcda6de577d10c2e34da144c17760a8f1dc7bf847,polygon,15,218,7.38%
1018,0xb7088c3728d12315b6c43790d13f0bae4fd05d59,polygon,352,5122,7.38%
1019,0xfd3834d83edb371d7c367602994a499a2a4589c3,avalanche,5,73,7.37%
1020,0x7eba22612fd1d4ca07bf11b73d3a7d8d50f557dd,polygon,1,15,7.36%
1021,0x7728dad2f140495b2021d0e9b57a30f087efee00,polygon,112,1636,7.35%
1022,0x2a84947a0bd2b6914816ec3e3b247d58f26fa91c,polygon,368,4294,7.35%
1023,0x9ccb5270f3d978f2252cbfcbad3d3705f412b2f4,polygon,734,10734,7.34%
1024,0xa5cbf37eef0e6a2c46d931895966ac51540139e8,polygon,77,1126,7.34%
1025,0xa6f05b67bee03aae235b2b758c4364dce29b7c64,polygon,1157,15103,7.33%
1026,0xd0d66e32062a35df029c7a18d898f0d7efdb1c3c,polygon,11,161,7.33%
1027,0x593bd163fa42118415c1567664599245ce4ba6da,polygon,183,2679,7.33%
1028,0x0ce76aa8ece20a7441d11251f2f87b3fb9636462,polygon,994,12879,7.32%
1029,0x23c2c90edddab98c5734047d1ae5f5c9ede99cdb,polygon,136,1924,7.31%
1030,0x5fa079673749104641b0e59388a87c84c2843fe6,polygon,23,338,7.30%
1031,0x250b4848320809dcefdeb49c3f641e02549a9f69,polygon,1166,17101,7.28%
1032,0x6a3ecf7775f1dd26b69c020de6310b26ef9338f2,polygon,30,443,7.27%
1033,0xdb382b0be159443660cc2d471b43717bbad9ff07,polygon,353,5208,7.27%
1034,0x55d8fd591b4bb1dd5d0ac4ff523937cb97a392f4,polygon,1129,15362,7.25%
1035,0xde560114f7b8fa68be26a72cda1839e7bd5d4926,polygon,725,10725,7.25%
1036,0xf7a5866fa247546f36d7430a7df054f02033dae3,polygon,366,4290,7.25%
1037,0x7a824bea2bed9399a68cd0e340224809521c81d9,polygon,181,858,7.25%
1038,0xdd90e7fb91b9d8775f46b6a5ade1912c0a81b842,avalanche,1254,18337,7.25%
1039,0x460db856e8a73a53b6f16f2e7a4ce85527e83501,polygon,222,3217,7.23%
1040,0xc23d06db7cfcfd253bebeef3e023bdfaf8584854,polygon,1155,17050,7.23%
1041,0x2a0ab64c95bf64d1f8ebd0a7eb0e72f3dd7c4b40,polygon,728,10723,7.23%
1042,0xc449cc3ced5b9a602c38564dfa0a5ba287f43edc,polygon,573,7184,7.22%
1043,0x1d8c3b6af55693db74cfd3da9425c1d32903818a,polygon,860,12772,7.22%
1044,0xb0ad810c3d892f4b7056b2aadfb1513335875969,polygon,20,297,7.21%
1045,0x7369b6640906345eb50e5cf3bfeef057141e10c6,polygon,84,1251,7.20%
1046,0xdcfad3ce3fb8631c8c3e8f3ead595fbf8a1aa3c9,polygon,735,10873,7.20%
1047,0x9b75e2b096d27f2d8d0491e6847c78308f1add1a,polygon,620,7075,7.20%
1048,0x40737ba2ae66de69598f254d103d8447188f1880,polygon,668,9654,7.20%
1049,0x8cc8e059212b57804aa2e79143d9518239e71ef4,polygon,10,149,7.19%
1050,0x02b8db8f6d8fdfc914096ec6b20c9e6712781982,polygon,90,1342,7.19%
1051,0x18c6a47aca1c6a237e53ed2fc3a8fb392c97169b,polygon,146,2179,7.18%
1052,0xc28b659a0cae62afb78a1681b39c436e58507647,polygon,718,10718,7.18%
1053,0x3f445f73b45ce85347e307db64338561fcd3bb31,polygon,174,2583,7.18%
1054,0xa14ac1a9b3d52abd0652c5aca346099a6eb16b54,polygon,384,5664,7.17%
1055,0xeb63e07b983d08860295895bbeb3094758d894a5,polygon,722,10717,7.17%
1056,0x014d4a2048d3739121b28796596132273d658cc4,polygon,54,807,7.17%
1057,0xcde771cb4b774d9e78192d111ab45a34cf60e583,polygon,771,10716,7.16%
1058,0x4c590e7eaf149d4a71912f0efa636521990803bb,polygon,78,1093,7.16%
1059,0x47b2b7e7c4cf230924f2fcf3de39358bd645c40f,polygon,1444,21429,7.14%
1060,0xf1770145622f1f7176da50e46c545791e5b3e351,polygon,5,75,7.14%
1061,0x14f70de7edd23759cb6da82cdbfb2637196edb50,polygon,1,15,7.14%
1062,0x29b21feb525b2b4acd0324a457c86c8866cd4728,polygon,719,10714,7.14%
1063,0x862597d51bc2f83e7013fff18b4cba6c6cece672,polygon,1,15,7.14%
1064,0xe198f0df74b9786ee4a230023c51669216c9b98c,polygon,204,3063,7.14%
1065,0xb6b21c02b40a4947ef6b3447d346c516c81b501b,polygon,60,901,7.13%
1066,0x0cb2cc35926fcccfdb947d166c038f0029bddc03,polygon,1150,17125,7.13%
1067,0x4e42bd9e46444146c6ae31bc301f0ab7cf623ee7,polygon,72,1082,7.13%
1068,0xfc58e1493b57f4cbe6717e57c677f110880cfc65,polygon,54,662,7.12%
1069,0x793c034a17afe27e282ea80536bcb114fd68de98,polygon,717,10715,7.12%
1070,0x43d1f6d5ff45aa0f7cb8da7a8da2aabf852e33a9,polygon,721,10714,7.11%
1071,0xd560f575d42d88d3b8212dcd837604e552374e33,polygon,116,1749,7.10%
1072,0x2f0e746590478841eb2a21270c317334c39398ea,polygon,790,11919,7.10%
1073,0x34c782901ec5cbfa5748c4b3064909da42111f35,polygon,1429,21419,7.09%
1074,0x66587b0454035873c8228b83807c89f2d1883a4c,polygon,421,5000,7.09%
1075,0x4ec64bf5e19b8afa560f38e742518b21afcb66c7,polygon,1154,17137,7.09%
1076,0x695eee934d5cac8e1f754752d06031200be93038,polygon,73,1104,7.08%
1077,0xe3cb2dda8047a7dbe2ba2770f0f8f72e630d040e,avalanche,10,151,7.08%
1078,0x6b84e2fce033e0a1044120db9d427dae3d9282cb,avalanche,358,5353,7.06%
1079,0x0cee323290b3e188dc159bb1c7b19dc92c455702,polygon,706,10706,7.06%
1080,0xc4d272b0f1aa5c052e59700fcd01f7f25df18b0f,polygon,1422,21415,7.06%
1081,0xfd1174fd65adde4d63c5bf68a000580a5c0a79a9,polygon,45,683,7.06%
1082,0x8910d28d2d7a29969d73eeba8ccda3b228880b5e,polygon,17,258,7.06%
1083,0xf0138d2e4037957d7b37de312a16a88a7f83a32a,polygon,10,152,7.06%
1084,0xd5e12ca66dd8bf5e578debc31c5989581bc9d598,polygon,826,12569,7.03%
1085,0xd1577a138d3cd485e98a4a32185da9c8c7047c69,polygon,21,320,7.03%
1086,0x76775e2567932a4755b30f0af162df46ee69b40e,polygon,1328,17558,7.03%
1087,0xd77e879f7281f3e535f58b6e38a5c37fa2f143f1,polygon,343,4281,7.02%
1088,0x3de88ecd5b8488619b1dea1387c3cd9614aeee4b,polygon,43,641,7.01%
1089,0x898cec0349a41d63ce089784331d77479335aeae,polygon,706,10701,7.01%
1090,0x7d81a77cff9862ab62009748c24e903bc1317f72,polygon,7,107,7.01%
1091,0x0484331baa7452b5584f52a804f6fa1dfe8081e0,polygon,327,4766,7.00%
1092,0x2f86ab99e4548a98e0e6fe2fd6e33de02f9bdda2,polygon,28,428,7.00%
1093,0x88959364ec2fb18b723572d9ae9163c6fc4739a8,polygon,35,535,7.00%
1094,0xa73afe1a8b1cd6a2a1f7bf9d68d6da70649b6cbf,polygon,14,214,7.00%
1095,0x5a515ed01d7a673bfdb866439377917bc57411a1,polygon,7,107,7.00%
1096,0x855dbcfab031db0817c6800390ed315677cdf5fe,polygon,720,10703,7.00%
1097,0xb367782bbc3376dae3b89669cc89c9de200e70e2,polygon,18,276,6.99%
1098,0x3829b9aa2cadb595d4ae7e4f2739a312445cbec8,polygon,35,536,6.99%
1099,0xa69de4e23bf350c4f6c7a0f4d0f30ba7c68ba212,polygon,349,5269,6.98%
1100,0xbf046471ca3e2705991ca42e790cb6f427284cb6,polygon,702,10700,6.97%
1101,0x90b3a8447734da6ea6c14d45c9a860b649ba7b35,polygon,3152,48399,6.97%
1102,0x13d692b32ec4a05801f50853a714f6adbe5239b9,polygon,696,10696,6.96%
1103,0x43b53acf95f9b7148c2eb8931d312519735d8168,polygon,554,8515,6.96%
1104,0x32f76ebee86b5373cbe2e2684c9542691ca1e278,polygon,8,123,6.96%
1105,0x3a8e846ed44a8c4ca5a9e859fde40784fd0c9677,polygon,11,92,6.95%
1106,0x61b32e9bdf1dbe6befcb5f4923701540ca129fd9,polygon,998,15350,6.95%
1107,0x4a4016d1cb5b6e3cfc2746e418f53a296357f564,polygon,180,2770,6.95%
1108,0x570e66b16b33e0e664b64ad53d3deb4f8d3dc2da,polygon,705,10698,6.95%
1109,0x11cb4b21b11b6c1282291a01cb7725933fd76792,polygon,239,3684,6.94%
1110,0x2c542bb7d044ae49e93b565e8602a78f04501c58,polygon,903,13762,6.93%
1111,0xe3ba74a07049f178b25cf8c21d6f94cf1e7affe8,polygon,698,10693,6.93%
1112,0xd21aaa0bc47749a2c418f83e0cdcf3ead7823128,polygon,719,10715,6.93%
1113,0x2aac5fc01d9acd739e7c61e6a57647dbb27b8d3d,polygon,7,108,6.92%
1114,0xa20c161cee4485eb8519edb0861b04b4d4e2bfd8,polygon,18,278,6.92%
1115,0x540052ce0b349a4b0f2368fb2012cb64f03110a6,polygon,772,10692,6.92%
1116,0xaa43a547df930824f12f96cd12e75a58a918f148,polygon,619,7162,6.90%
1117,0x903db971036439c3b8950bd601e386141f628bd1,polygon,1157,17085,6.90%
1118,0xc500636dc859fc3ad9d22d6c514cd750126e5c9a,polygon,1101,17011,6.89%
1119,0xb499e774f3d38463fee8eb2c8a7a32ad9b5438ff,polygon,333,5170,6.88%
1120,0x03583f10617033c5977de5d29045381217ebd4fe,polygon,337,5236,6.88%
1121,0x7c3deecb6d71315bc624732b19721b2a1a8c49a6,polygon,13,202,6.88%
1122,0x915dfe99d1ef2428918edc26855c458cd4a51bb9,polygon,1164,17082,6.88%
1123,0xda1c1428c93ff5e53e7cdaa8c090bcd19225b105,polygon,327,4275,6.87%
1124,0xe8ad17958a091bcdf2ef253396c24dc4fa16c010,polygon,692,10687,6.87%
1125,0xb86fb57f612ee18dc3f772e40ab5bb87b450219c,polygon,850,13225,6.87%
1126,0x2bb9e536a8d97d8cb8afb10732763f0a735e84ef,polygon,161,2505,6.87%
1127,0xed5a1aa5687de0f9da5bf4c662665eb7387189eb,polygon,28,436,6.87%
1128,0x81058859926a7b48967363aaeaf72fdf71beed73,polygon,691,10686,6.86%
1129,0x3c69dce6b837c4f74e6d115aaaa6a3631767bbde,polygon,27,421,6.85%
1130,0xfe7820ff6e01a6134f5e9c3fe471c54d5eb739fd,polygon,13,187,6.85%
1131,0x84a4fc0938089b7a864b8f1be324737fcdb717b0,polygon,1942,29769,6.84%
1132,0x6ccf7a6dbe3536b58a6326f4b1a95d51e6b7a7f5,polygon,1406,20000,6.84%
1133,0x9feb7aacd59e82ae3b037445f815e98d53fbd8cf,polygon,12,188,6.84%
1134,0xc1d30a7d51e92ddfa66bb1bdbf7c507935e34a9d,polygon,82,1282,6.83%
1135,0xeed8db5d1ec519002e288bc5a0ded333148ef27d,polygon,314,4273,6.82%
1136,0x303c824d64f58dcaf2da3903ca157d53a32a8970,polygon,7,110,6.82%
1137,0xcf68f0d9dd967fc0dd8f5d97e34d4c4b77e65fce,polygon,3678,50794,6.82%
1138,0x64974bcdb6e3cca6035804d80550bc7dfbdc6cfe,polygon,5669,60984,6.81%
1139,0x201e484541f287dfb804710601bed95beab1d896,polygon,781,10681,6.81%
1140,0x5463d7bc530d6f319a243dd075a1937e132c5524,polygon,1098,17071,6.81%
1141,0x82ea1ba6b8cd6e08444fc4273ed59e70a2f47775,polygon,1294,20235,6.80%
1142,0x4d0f1f17d3f8db1697ac186621b582b7e62e99f5,polygon,680,10680,6.80%
1143,0x081593562909851caef9fff17169981d70b63714,polygon,39,534,6.80%
1144,0xb6a4f8003a5c47d8aac0261fab9f424ebc886e3a,polygon,322,4271,6.77%
1145,0xdb5a1b058000813d9dbec9676587315ca7e7bcbe,polygon,209,2745,6.77%
1146,0x1b905330b53d1b98774dadc2c9ecca47fdb26246,polygon,199,3140,6.77%
1147,0x1a6a79666decd8db8e9155b2e8411be8f8f08d51,polygon,1312,20557,6.76%
1148,0x02c8429adeb15c91a5b4c9d38d81afd23e119a23,polygon,5,79,6.76%
1149,0xda0cc0867460b69e454760da9a6f646c74c51e97,polygon,63,995,6.76%
1150,0x958e3ef27c9e9f2b73ba066996b24d861f09fdca,polygon,5,79,6.76%
1151,0x486244ee48d756794ac72757370e94cbaf47f39c,polygon,633,9608,6.76%
1152,0x9d916afe0a780115f53f9b322dba932e7654224e,polygon,16,174,6.75%
1153,0x5a517991100fe1b1a813729b958124932a96ff32,polygon,10,158,6.75%
1154,0xe0a04f1acc637c123ddcd414fb33f3d2c35df534,polygon,10,79,6.74%
1155,0x7974acd056a00f7a4956f3a827b213df0099d747,polygon,61,886,6.74%
1156,0xd7cd3b350b66c42972ca8a2ec02b570dd0877cdf,polygon,562,7151,6.73%
1157,0x0c9e01b5e848d4939e0acca34daa1e402d22182f,polygon,160,2540,6.72%
1158,0xf9200c2501151b315ca697bb85bca15db8302180,polygon,41,651,6.72%
1159,0x82b62aea7dd3609dbc6cf5ca3157dae5ec202093,polygon,1089,17059,6.72%
1160,0x6f0244f4647bbac130a2aad00c776eae7fbbb4ac,polygon,141,2240,6.72%
1161,0x43d4c73adee537e8dd058d1db854a90f4539063d,polygon,1073,17053,6.71%
1162,0x7f8094d9ba8e4bcb73cd0d986b9eedd62e84f961,polygon,33,524,6.71%
1163,0x1641b1f865487fbac474b690c8be2edb7d23ecbb,polygon,15,239,6.71%
1164,0x5dcdf8a32e99b0dedd3c5209684a9beec4bd478e,polygon,672,10522,6.70%
1165,0x1fb2b6f6b367167e809d6f40fece37abb3ce681b,polygon,670,10670,6.70%
1166,0x859788c0da86175614b85b9405a2cea63083a067,polygon,2,32,6.68%
1167,0x142e8333072899f4c6343aa5d5280488443cb76b,polygon,1410,21335,6.67%
1168,0xc4616e92a26750fda8249dcd1896b8c4d4b02827,polygon,1087,17057,6.67%
1169,0xa249837c5ef8341d448f49876012a1fe588da86c,polygon,600,9600,6.67%
1170,0x6329a5fc0fd3c9fd1e1a480829e73b714f8ea212,polygon,10,160,6.67%
1171,0x754a28c690a172502a5deda84f07ab1206c656bc,polygon,1065,17065,6.66%
1172,0xbec751543a148b8b4c14c7b4ce223fbab91266bf,polygon,40,641,6.65%
1173,0xd2754f4bf8288ef7ef49ca318244a5d53cb4e1b4,polygon,867,13577,6.65%
1174,0xd4ed9a5861209d4445bc938ff9ebb4cae82537f8,polygon,2105,28019,6.64%
1175,0x11451a541b1f9b6f02b857b82e7c03ac362f9067,polygon,271,4275,6.64%
1176,0x7408381aa18d050f00aa69c2ef01fc7897988c72,polygon,672,10491,6.63%
1177,0x260e60d3faab7978150353256bee24a928e5d233,polygon,330,5310,6.63%
1178,0x81ba93b26bce8ca5d649b6607df15e6d45462d8f,polygon,77,1239,6.63%
1179,0xa167a9aca35907d590b74dfee2396f1ae186a8fb,polygon,16,258,6.62%
1180,0x5e8338e42f8047f9f164fde65f5c7f7127908f48,polygon,661,10661,6.61%
1181,0xdc98dee24636695582519ff0737d16ebd2f44207,polygon,63,1017,6.60%
1182,0x0bfab1ba76168ba9ef3e726a001b3ca058fc63d5,polygon,343,5223,6.59%
1183,0xbbeb003c5d1797468d8f4eae0fe7bd8ea1afb1cd,polygon,5,81,6.59%
1184,0x5eeebe3c5dcdf05f833de98a9fd1e39d86da2634,polygon,591,9591,6.57%
1185,0x56203888f752bb091b1fce4f8ea6fda6cd330daa,polygon,666,10656,6.56%
1186,0xd3d74b500ea00fed85bdc2c28e62f44f85d7dc6f,polygon,1526,22451,6.55%
1187,0x7eb0ff9858a321c0dac194a690aa3f0d2af43d8e,polygon,131,2131,6.55%
1188,0x5f41b55558b90b85cb187fbd27ba492b608b5b20,polygon,1254,20404,6.55%
1189,0xc945f3ea949c6491fb81b33591cc590f4ec6b584,polygon,1551,25037,6.54%
1190,0x92e00d08aa8885ae37a968cc069da1ce1f9b9f16,polygon,588,9588,6.53%
1191,0xf604d927dc2d2f6c6acf2942ba18f51e6ff29c82,polygon,658,10656,6.53%
1192,0x85ebff824cd584e11c7a26939fcfdb3122731790,polygon,1313,21309,6.51%
1193,0x9e5699649c463adc14d46fd4f9eacf0f064c522a,polygon,132,2159,6.51%
1194,0xf75032eedda0fd09b429062b164e6a00613645b1,polygon,661,10651,6.51%
1195,0x0604fa55d8cf1c0905b665373cf75c8962b4efb1,polygon,11,180,6.51%
1196,0x3821ba8d4cfbcc63c2ef1afaed5ebce3501f2445,polygon,63,1033,6.49%
1197,0xf4e14d778c2dbd6fd1a04f08721941eb3e1c9d6c,polygon,4123,65273,6.48%
1198,0x0168529623eeed11e3053d4d9b6d6d5b61ce0810,polygon,1295,21295,6.47%
1199,0xc2323e5e40a0ce806165cd82e35d46030e2b7b26,polygon,1049,17009,6.47%
1200,0x991b038faa60b6dc9109354323547a484b4fe042,polygon,662,10647,6.47%
1201,0x5d8c70f968234902f953e322effedfd03cad2f8a,polygon,19,313,6.47%
1202,0x95a9fae86abde8c4e7afdfcdc9491f183bbea382,polygon,64,1054,6.46%
1203,0xb52f830ade0a8e88839174df0a8dac9c36940e03,polygon,10,165,6.46%
1204,0xf5647beaba520c2bd06ed77212e22af093fe70e3,polygon,110,1813,6.46%
1205,0x6fe2eeee24effe3bb78b3474e38185bbdb3b68ab,polygon,666,10652,6.46%
1206,0x145f23feb5fc4d8baba7f3e73601603326401329,polygon,1026,16926,6.45%
1207,0xc79cbc8400617c9908694fe2bcd1fe2f93c31ef6,polygon,1032,17032,6.45%
1208,0x62f0bf7c0257a00a31d6101bcf51230aa02f1492,polygon,1300,21290,6.45%
1209,0x5bf607bd04439afc73e615a0929a9410d1897aa9,polygon,650,10645,6.45%
1210,0xaedc687fa5376d2fe9d4b81ebfc8c2ba30ba54ae,polygon,61,925,6.44%
1211,0x8c8475bf4664a6286708f1c1015c998bb92dc2cd,polygon,1039,17002,6.44%
1212,0xa48168c3d73de7b4fed96383e2bef8e53443a263,polygon,679,10644,6.44%
1213,0xf631d5c3e48a17f4df135393e1d5c2ae81122a24,polygon,644,10644,6.44%
1214,0x63ae5818c3d0dffbaddc6b2273b2b3604d4f4910,polygon,674,10825,6.43%
1215,0x3a5bde3ed0ed368078729ee6b136ea2eacb2df29,polygon,1230,20030,6.43%
1216,0x14a740fdb6157caaa429a23f90b4e6cfb43c4f70,polygon,102,1575,6.42%
1217,0xa9297bc8d8134cff2be3fb6187e7e351e5c9509b,polygon,7,116,6.42%
1218,0xecafb9b26ffa67919de5322777e6571d84215dfd,polygon,5,83,6.41%
1219,0x124822e679c75b223bdc08d48dc5d1682f7ef923,polygon,10,166,6.41%
1220,0x9b4f9789ebab9a7d7486ddc7d3a947f80f761771,polygon,5,83,6.41%
1221,0xe82fb1c8e3e902e272ddd593d60af0ced1be6cf3,polygon,641,10641,6.41%
1222,0x242bb1368df45f3bff813d9d6cb4f3a077700429,polygon,69,1064,6.40%
1223,0x622d1f50e1e553ab47515227d8d2fa07da5893f7,polygon,10,166,6.40%
1224,0x7e67e13e1d7889db4aac05a4123b4d73d3060f2d,polygon,311,5088,6.40%
1225,0x105e025b92fafd3aaa39f45a14d84b29849e779f,polygon,88,1466,6.39%
1226,0x433bc7873f9266a991f5bbacd7c0de40173d53f3,polygon,6,100,6.38%
1227,0xb288b97f05d54770e15088db360fcb5893a1dc4c,polygon,1,17,6.38%
1228,0x784e7d6b6dc65b182aaacf033f1d2f5f6508ae22,polygon,317,5202,6.38%
1229,0x85a62cfa2f66af78738237fbe32df1f2835e0206,polygon,137,2285,6.38%
1230,0xd64a9eb004dec2bc307199a626b72dcd2a76d40f,polygon,647,10643,6.37%
1231,0xdaf5d913d5670e8f2781bb9faf86257a75e9ef9e,polygon,1300,21220,6.37%
1232,0x44096e900e1896df6884cc349a888f675fc50bf8,polygon,68,1053,6.36%
